Subject,Trial,Jar,Bead,Response,Confidence,Correct,History
60ce,16,0,0,0,0,1,01110100000
60ce,17,0,0,0,1,1,01101000000
60ce,18,0,0,0,1,1,01010000000
60ce,19,0,0,0,0,1,00100000000
60ce,20,0,0,0,0,1,01000000000
60ce,21,1,1,0,0,0,00000000000
60ce,22,1,1,0,1,0,00000000001
60ce,23,1,1,0,1,0,00000000011
60ce,24,1,1,0,0,0,00000000111
60ce,25,1,0,1,0,0,00000001111
60ce,26,1,1,0,0,0,00000011110
60ce,27,1,1,1,0,1,00000111101
60ce,28,1,1,1,0,1,00001111011
60ce,29,1,0,1,1,0,00011110111
60ce,30,1,1,0,0,0,00111101110
60ce,31,1,1,1,0,1,01111011101
60ce,32,1,1,1,1,1,01110111011
60ce,33,1,1,1,1,1,01101110111
60ce,34,1,1,1,0,1,01011101111
60ce,35,1,1,1,0,1,00111011111
60ce,36,1,1,1,0,1,01110111111
60ce,37,1,1,1,0,1,01101111111
60ce,38,1,1,1,1,1,01011111111
60ce,39,1,1,1,0,1,00111111111
60ce,40,1,0,1,1,0,01111111111
60ce,41,1,1,1,0,1,01111111110
60ce,42,1,1,1,1,1,01111111101
60ce,43,1,1,1,1,1,01111111011
60ce,44,1,1,1,1,1,01111110111
60ce,45,1,1,1,0,1,01111101111
60ce,46,1,1,1,0,1,01111011111
60ce,47,1,0,1,1,0,01110111111
60ce,48,1,1,1,0,1,01101111110
60ce,49,1,1,1,1,1,01011111101
60ce,50,0,0,1,1,0,00111111011
60ce,51,0,0,1,0,0,01111110110
60ce,52,0,1,1,0,1,01111101100
60ce,53,0,0,1,0,0,01111011001
60ce,54,0,0,1,0,0,01110110010
60ce,55,0,0,0,0,1,01101100100
60ce,56,0,0,0,1,1,01011001000
60ce,57,0,0,0,0,1,00110010000
60ce,58,0,0,0,1,1,01100100000
60ce,59,0,1,0,1,0,01001000000
60ce,60,0,0,0,0,1,00010000001
60ce,61,0,0,0,1,1,00100000010
60ce,62,0,1,0,1,0,01000000100
60ce,63,0,0,0,0,1,00000001001
60ce,64,0,0,0,1,1,00000010010
60ce,65,0,0,0,1,1,00000100100
60ce,66,0,0,0,1,1,00001001000
60ce,67,0,0,0,1,1,00010010000
60ce,68,0,0,0,1,1,00100100000
60ce,69,0,0,0,1,1,01001000000
60ce,70,1,1,0,0,0,00010000000
60ce,71,1,0,0,0,1,00100000001
60ce,72,1,1,0,1,0,01000000010
60ce,73,1,0,0,0,1,00000000101
60ce,74,1,1,0,1,0,00000001010
60ce,75,1,1,0,0,0,00000010101
60ce,76,1,1,1,0,1,00000101011
60ce,77,1,1,1,1,1,00001010111
60ce,78,1,1,1,1,1,00010101111
60ce,79,1,1,1,1,1,00101011111
60ce,80,0,1,1,1,1,01010111111
60ce,81,0,0,1,1,0,00101111111
60ce,82,0,0,1,0,0,01011111110
60ce,83,0,0,0,0,1,00111111100
60ce,84,0,1,0,1,0,01111111000
60ce,85,0,1,0,0,0,01111110001
60ce,86,0,1,1,0,1,01111100011
60ce,87,0,1,1,0,1,01111000111
60ce,88,0,0,1,1,0,01110001111
60ce,89,1,1,1,0,1,01100011110
60ce,90,1,0,1,1,0,01000111101
60ce,91,1,1,1,0,1,00001111010
60ce,92,1,1,1,1,1,00011110101
60ce,93,1,1,1,1,1,00111101011
60ce,94,1,1,1,1,1,01111010111
60ce,95,0,0,1,0,0,01110101111
60ce,96,0,0,1,0,0,01101011110
60ce,97,0,0,0,0,1,01010111100
60ce,98,0,0,0,1,1,00101111000
60ce,99,0,0,0,1,1,01011110000
60ce,100,0,0,0,1,1,00111100000
60ce,101,0,0,0,1,1,01111000000
60ce,102,0,0,0,0,1,01110000000
60ce,103,0,0,0,0,1,01100000000
60ce,104,0,0,0,0,1,01000000000
60ce,105,0,0,0,0,1,00000000000
60ce,106,0,0,0,0,1,00000000000
60ce,107,1,1,0,0,0,00000000000
60ce,108,1,1,0,0,0,00000000001
60ce,109,1,1,1,0,1,00000000011
60ce,110,1,1,1,1,1,00000000111
60ce,111,1,1,1,1,1,00000001111
60ce,112,1,1,1,0,1,00000011111
60ce,113,1,1,1,0,1,00000111111
60ce,114,1,1,1,0,1,00001111111
60ce,115,1,1,1,0,1,00011111111
60ce,116,1,1,1,0,1,00111111111
60ce,117,1,1,1,0,1,01111111111
60ce,118,1,1,1,0,1,01111111111
60ce,119,1,1,1,0,1,01111111111
60ce,120,1,1,1,1,1,01111111111
60ce,121,1,1,1,1,1,01111111111
60ce,122,1,1,1,1,1,01111111111
60ce,123,0,1,1,0,1,01111111111
60ce,124,0,0,1,0,0,01111111111
60ce,125,0,0,1,0,0,01111111110
60ce,126,0,1,0,0,0,01111111100
60ce,127,0,0,0,0,1,01111111001
60ce,128,0,1,0,1,0,01111110010
60ce,129,0,0,0,0,1,01111100101
60ce,130,0,0,0,1,1,01111001010
60ce,131,0,0,0,1,1,01110010100
60ce,132,0,0,0,1,1,01100101000
60ce,133,0,0,0,1,1,01001010000
60ce,134,0,1,0,0,0,00010100000
60ce,135,0,0,0,0,1,00101000001
60ce,136,1,1,0,1,0,01010000010
60ce,137,1,1,0,0,0,00100000101
60ce,138,1,1,1,0,1,01000001011
60ce,139,1,0,1,1,0,00000010111
60ce,140,1,0,1,0,0,00000101110
60ce,141,1,1,0,0,0,00001011100
60ce,142,0,1,0,0,0,00010111001
60ce,143,0,0,1,0,0,00101110011
60ce,144,1,1,1,0,1,01011100110
60ce,145,1,0,1,1,0,00111001101
60ce,146,1,1,1,0,1,01110011010
60ce,147,1,0,1,1,0,01100110101
60ce,148,1,1,0,0,0,01001101010
60ce,149,0,0,0,0,1,00011010101
60ce,150,0,0,0,1,1,00110101010
60ce,151,0,1,0,1,0,01101010100
60ce,152,0,0,0,0,1,01010101001
60ce,153,0,1,0,0,0,00101010010
60ce,154,0,0,0,0,1,01010100101
60ce,155,0,0,0,1,1,00101001010
60ce,156,0,1,0,1,0,01010010100
60ce,157,0,0,0,0,1,00100101001
60ce,158,0,0,0,1,1,01001010010
60ce,159,0,1,0,1,0,00010100100
60ce,160,0,0,0,0,1,00101001001
60ce,161,1,1,0,1,0,01010010010
60ce,162,1,1,0,0,0,00100100101
60ce,163,1,1,1,0,1,01001001011
60ce,164,1,1,1,1,1,00010010111
60ce,165,1,1,1,1,1,00100101111
60ce,166,1,1,1,1,1,01001011111
60ce,167,1,1,1,1,1,00010111111
60ce,168,1,1,1,0,1,00101111111
60ce,169,1,1,1,0,1,01011111111
60ce,170,1,1,1,0,1,00111111111
60ce,171,1,1,1,0,1,01111111111
60ce,172,1,1,1,0,1,01111111111
60ce,173,1,1,1,1,1,01111111111
60ce,174,1,1,1,1,1,01111111111
60ce,175,1,0,1,0,0,01111111111
60ce,176,1,1,1,0,1,01111111110
60ce,177,1,1,1,1,1,01111111101
60ce,178,1,1,1,1,1,01111111011
60ce,179,1,1,1,1,1,01111110111
60ce,180,1,0,1,1,0,01111101111
60ce,181,1,1,1,0,1,01111011110
60ce,182,1,1,1,1,1,01110111101
60ce,183,1,1,1,1,1,01101111011
60ce,184,1,1,1,1,1,01011110111
60ce,185,1,1,1,1,1,00111101111
60ce,186,1,1,1,1,1,01111011111
60ce,187,1,1,1,1,1,01110111111
60ce,188,0,1,1,1,1,01101111111
60ce,189,0,0,1,1,0,01011111111
60ce,190,0,1,1,0,1,00111111110
60ce,191,0,0,1,1,0,01111111101
60ce,192,0,0,1,0,0,01111111010
60ce,193,0,0,0,0,1,01111110100
60ce,194,0,0,0,1,1,01111101000
60ce,195,0,0,0,1,1,01111010000
60ce,196,1,1,0,1,0,01110100000
60ce,197,1,1,0,0,0,01101000001
60ce,198,0,0,1,0,0,01010000011
60ce,199,0,0,1,0,0,00100000110
60ce,200,0,0,0,0,1,01000001100
60ce,201,0,1,0,1,0,00000011000
60ce,202,0,0,0,0,1,00000110001
60ce,203,0,0,0,1,1,00001100010
60ce,204,1,0,0,1,1,00011000100
60ce,205,1,1,0,1,0,00110001000
60ce,206,1,1,0,0,0,01100010001
60ce,207,0,0,1,0,0,01000100011
60ce,208,0,1,1,0,1,00001000110
60ce,209,0,0,1,0,0,00010001101
60ce,210,0,0,1,0,0,00100011010
60ce,211,0,0,0,0,1,01000110100
60ce,212,0,0,0,1,1,00001101000
60ce,213,1,1,0,1,0,00011010000
60ce,214,1,1,0,0,0,00110100001
60ce,215,1,1,1,0,1,01101000011
60ce,216,1,1,1,0,1,01010000111
60ce,217,1,1,1,0,1,00100001111
60ce,218,1,1,1,1,1,01000011111
60ce,219,1,1,1,1,1,00000111111
60ce,220,1,0,1,1,0,00001111111
60ce,221,1,1,1,0,1,00011111110
60ce,222,1,1,1,1,1,00111111101
60ce,223,1,0,1,1,0,01111111011
60ce,224,1,1,1,0,1,01111110110
60ce,225,0,0,1,1,0,01111101101
60ce,226,0,0,1,0,0,01111011010
60ce,227,0,0,0,0,1,01110110100
60ce,228,0,0,0,1,1,01101101000
60ce,229,0,0,0,1,1,01011010000
60ce,230,1,1,0,1,0,00110100000
60ce,231,1,1,0,0,0,01101000001
60ce,232,1,1,1,0,1,01010000011
60ce,233,1,1,1,1,1,00100000111
60ce,234,1,1,1,1,1,01000001111
60ce,235,0,0,1,1,0,00000011111
60ce,236,0,0,1,0,0,00000111110
60ce,237,0,0,0,0,1,00001111100
60ce,238,0,0,0,0,1,00011111000
60ce,239,0,0,0,1,1,00111110000
60ce,240,0,0,0,1,1,01111100000
60ce,241,0,0,0,1,1,01111000000
60ce,242,0,0,0,1,1,01110000000
60ce,243,0,0,0,0,1,01100000000
60ce,244,1,1,0,0,0,01000000000
60ce,245,1,1,0,0,0,00000000001
60ce,246,1,1,1,0,1,00000000011
60ce,247,1,1,1,1,1,00000000111
60ce,248,1,1,1,1,1,00000001111
60ce,249,1,0,1,1,0,00000011111
60ce,250,1,1,1,0,1,00000111110
60ce,251,1,1,1,1,1,00001111101
60ce,252,1,1,1,1,1,00011111011
60ce,253,1,1,1,1,1,00111110111
60ce,254,1,1,1,1,1,01111101111
60ce,255,1,0,1,1,0,01111011111
60ce,256,1,1,1,0,1,01110111110
60ce,257,1,1,1,1,1,01101111101
60ce,258,1,1,1,1,1,01011111011
60ce,259,1,1,1,1,1,00111110111
60ce,260,1,1,1,1,1,01111101111
60ce,261,1,1,1,1,1,01111011111
60ce,262,0,0,1,1,0,01110111111
60ce,263,0,0,1,0,0,01101111110
60ce,264,0,0,0,0,1,01011111100
60ce,265,0,0,0,1,1,00111111000
60ce,266,0,1,0,1,0,01111110000
60ce,267,0,0,0,0,1,01111100001
60ce,268,0,0,0,1,1,01111000010
60ce,269,0,0,0,1,1,01110000100
60ce,270,0,0,0,1,1,01100001000
60ce,271,0,0,0,1,1,01000010000
60ce,272,0,1,0,1,0,00000100000
60ce,273,0,1,0,0,0,00001000001
60ce,274,0,0,1,0,0,00010000011
60ce,275,1,1,1,0,1,00100000110
60ce,276,1,1,1,1,1,01000001101
60ce,277,1,1,1,1,1,00000011011
60ce,278,1,0,1,1,0,00000110111
60ce,279,1,0,1,0,0,00001101110
60ce,280,1,1,0,0,0,00011011100
60ce,281,1,1,0,0,0,00110111001
60ce,282,1,0,1,0,0,01101110011
60ce,283,1,1,1,0,1,01011100110
60ce,284,0,0,1,1,0,00111001101
60ce,285,0,1,1,0,1,01110011010
60ce,286,0,0,1,1,0,01100110101
60ce,287,1,1,1,0,1,01001101010
60ce,288,1,1,1,1,1,00011010101
60ce,289,1,1,1,1,1,00110101011
60ce,290,1,0,1,1,0,01101010111
60ce,291,1,1,1,0,1,01010101110
60ce,292,1,1,1,1,1,00101011101
60ce,293,1,1,1,1,1,01010111011
60ce,294,1,0,1,1,0,00101110111
60ce,295,1,1,1,0,1,01011101110
60ce,296,1,0,1,1,0,00111011101
60ce,297,1,1,1,0,1,01110111010
60ce,298,1,1,1,1,1,01101110101
60ce,299,1,1,1,1,1,01011101011
60ce,300,1,1,1,1,1,00111010111
60ce,301,1,0,1,1,0,01110101111
60ce,302,1,1,1,0,1,01101011110
60ce,303,1,0,1,1,0,01010111101
60ce,304,1,1,1,0,1,00101111010
60ce,305,1,0,1,1,0,01011110101
60ce,306,1,1,1,0,1,00111101010
60ce,307,1,1,1,1,1,01111010101
60ce,308,1,1,1,1,1,01110101011
60ce,309,0,0,1,1,0,01101010111
60ce,310,1,1,1,0,1,01010101110
60ce,311,1,1,1,1,1,00101011101
60ce,312,1,0,1,1,0,01010111011
60ce,313,1,1,1,0,1,00101110110
60ce,314,0,0,1,1,0,01011101101
60ce,315,0,0,1,0,0,00111011010
60ce,316,0,0,0,0,1,01110110100
60ce,317,0,1,0,1,0,01101101000
60ce,318,0,0,0,0,1,01011010001
60ce,319,0,0,0,1,1,00110100010
60ce,320,0,0,0,1,1,01101000100
60ce,321,0,0,0,1,1,01010001000
60ce,322,1,0,0,1,1,00100010000
60ce,323,1,1,0,1,0,01000100000
60ce,324,1,1,0,0,0,00001000001
60ce,325,1,1,1,0,1,00010000011
60ce,326,1,1,1,1,1,00100000111
60ce,327,1,0,1,1,0,01000001111
60ce,328,1,1,1,0,1,00000011110
60ce,329,1,1,1,1,1,00000111101
60ce,330,1,1,1,1,1,00001111011
60ce,331,1,0,1,1,0,00011110111
60ce,332,1,1,1,0,1,00111101110
60ce,333,1,1,1,1,1,01111011101
60ce,334,1,1,1,1,1,01110111011
60ce,335,1,1,1,1,1,01101110111
60ce,336,1,1,1,1,1,01011101111
60ce,337,1,1,1,1,1,00111011111
60ce,338,1,1,1,1,1,01110111111
60ce,339,1,1,1,1,1,01101111111
60ce,340,1,1,1,0,1,01011111111
60ce,341,1,1,1,0,1,00111111111
60ce,342,1,1,1,0,1,01111111111
60ce,343,1,1,1,1,1,01111111111
60ce,344,1,1,1,1,1,01111111111
60ce,345,1,0,1,1,0,01111111111
60ce,346,0,0,1,0,0,01111111110
60ce,347,0,0,0,0,1,01111111100
60ce,348,0,1,0,1,0,01111111000
60ce,349,0,0,0,0,1,01111110001
60ce,350,0,0,0,1,1,01111100010
60ce,351,0,0,0,1,1,01111000100
60ce,352,0,1,0,1,0,01110001000
60ce,353,0,0,0,0,1,01100010001
60ce,354,0,0,0,1,1,01000100010
60ce,355,0,0,0,1,1,00001000100
60ce,356,1,1,0,1,0,00010001000
60ce,357,1,1,0,0,0,00100010001
60ce,358,1,1,1,0,1,01000100011
60ce,359,1,0,1,1,0,00001000111
60ce,360,1,1,1,0,1,00010001110
60ce,361,1,1,1,1,1,00100011101
60ce,362,1,0,1,1,0,01000111011
60ce,363,1,1,1,0,1,00001110110
60ce,364,1,1,1,1,1,00011101101
60ce,365,1,1,1,1,1,00111011011
60ce,366,1,0,1,1,0,01110110111
60ce,367,1,1,1,0,1,01101101110
60ce,368,1,0,1,1,0,01011011101
60ce,369,1,1,1,0,1,00110111010
60ce,370,1,1,1,1,1,01101110101
60ce,371,1,1,1,1,1,01011101011
60ce,372,1,0,1,1,0,00111010111
60ce,373,0,1,1,0,1,01110101110
60ce,374,0,0,1,1,0,01101011101
60ce,375,0,0,1,0,0,01010111010
60ce,376,0,0,0,0,1,00101110100
60ce,377,0,0,0,1,1,01011101000
60ce,378,0,0,0,1,1,00111010000
60ce,379,1,1,0,1,0,01110100000
60ce,380,1,1,0,0,0,01101000001
60ce,381,1,1,1,0,1,01010000011
60ce,382,0,1,1,1,1,00100000111
60ce,383,0,0,1,1,0,01000001111
60ce,384,0,0,1,0,0,00000011110
60ce,385,0,0,0,0,1,00000111100
60ce,386,0,0,0,1,1,00001111000
60ce,387,0,0,0,1,1,00011110000
60ce,388,0,0,0,0,1,00111100000
60ce,389,0,1,0,0,0,01111000000
60ce,390,0,0,0,0,1,01110000001
60ce,391,0,1,0,0,0,01100000010
60ce,392,0,1,0,0,0,01000000101
60ce,393,0,0,1,0,0,00000001011
60ce,394,0,0,1,0,0,00000010110
60ce,395,0,1,0,0,0,00000101100
60ce,396,0,0,0,0,1,00001011001
60ce,397,0,1,0,0,0,00010110010
60ce,398,1,1,1,0,1,00101100101
60ce,399,1,1,1,0,1,01011001011
60ce,400,1,1,1,1,1,00110010111
60ce,401,1,1,1,1,1,01100101111
60ce,402,1,1,1,1,1,01001011111
60ce,403,0,0,1,1,0,00010111111
60ce,404,0,0,1,0,0,00101111110
60ce,405,0,1,0,0,0,01011111100
60ce,406,0,0,0,0,1,00111111001
60ce,407,0,0,0,1,1,01111110010
60ce,408,0,0,0,1,1,01111100100
60ce,409,0,0,0,1,1,01111001000
60ce,410,0,0,0,1,1,01110010000
60ce,411,0,1,0,1,0,01100100000
60ce,412,0,0,0,0,1,01001000001
60ce,413,0,1,0,0,0,00010000010
60ce,414,0,0,0,0,1,00100000101
60ce,415,0,0,0,0,1,01000001010
60ce,416,0,1,0,0,0,00000010100
60ce,417,0,0,0,0,1,00000101001
60ce,418,0,0,0,0,1,00001010010
60ce,419,0,0,0,0,1,00010100100
60ce,420,0,0,0,0,1,00101001000
60ce,421,0,0,0,0,1,01010010000
60ce,422,0,1,0,0,0,00100100000
60ce,423,0,1,0,0,0,01001000001
60ce,424,0,1,1,0,1,00010000011
60ce,425,0,0,1,0,0,00100000111
60ce,426,1,1,1,0,1,01000001110
60ce,427,1,1,1,1,1,00000011101
60ce,428,1,1,1,1,1,00000111011
60ce,429,1,1,1,1,1,00001110111
60ce,430,1,1,1,1,1,00011101111
60ce,431,0,1,1,1,1,00111011111
60ce,432,0,0,1,1,0,01110111111
60ce,433,1,0,1,0,0,01101111110
60ce,434,1,1,0,0,0,01011111100
60ce,435,1,1,0,0,0,00111111001
60ce,436,1,1,1,0,1,01111110011
60ce,437,1,1,1,0,1,01111100111
60ce,438,1,1,1,0,1,01111001111
60ce,439,1,1,1,0,1,01110011111
60ce,440,1,1,1,0,1,01100111111
60ce,441,1,1,1,0,1,01001111111
60ce,442,1,1,1,0,1,00011111111
60ce,443,1,1,1,0,1,00111111111
60ce,444,1,1,1,0,1,01111111111
60ce,445,1,1,1,0,1,01111111111
60ce,446,1,1,1,0,1,01111111111
60ce,447,1,1,1,0,1,01111111111
60ce,448,1,1,1,0,1,01111111111
60ce,449,1,0,1,0,0,01111111111
60ce,450,1,1,1,0,1,01111111110
60ce,451,1,1,1,1,1,01111111101
60ce,452,1,1,1,1,1,01111111011
60ce,453,1,1,1,1,1,01111110111
60ce,454,1,1,1,1,1,01111101111
60ce,455,0,0,1,1,0,01111011111
60ce,456,0,0,1,0,0,01110111110
60ce,457,0,0,0,0,1,01101111100
60ce,458,0,0,0,0,1,01011111000
60ce,459,0,0,0,1,1,00111110000
60ce,460,0,1,0,0,0,01111100000
60ce,461,0,0,0,1,1,01111000001
60ce,462,1,1,0,1,0,01110000010
60ce,463,1,1,0,0,0,01100000101
60ce,464,1,1,1,0,1,01000001011
60ce,465,1,1,1,1,1,00000010111
60ce,466,1,1,1,0,1,00000101111
60ce,467,1,1,1,1,1,00001011111
60ce,468,1,0,1,0,0,00010111111
60ce,469,1,0,1,1,0,00101111110
60ce,470,1,1,0,0,0,01011111100
60ce,471,1,1,0,0,0,00111111001
60ce,472,1,1,1,0,1,01111110011
60ce,473,1,1,1,1,1,01111100111
60ce,474,1,1,1,1,1,01111001111
60ce,475,1,0,1,1,0,01110011111
60ce,476,1,1,1,0,1,01100111110
60ce,477,1,1,1,1,1,01001111101
60ce,478,1,1,1,1,1,00011111011
60ce,479,1,1,1,1,1,00111110111
60ce,480,1,1,1,1,1,01111101111
60ce,481,1,1,1,1,1,01111011111
60ce,482,0,0,1,1,0,01110111111
60ce,483,0,0,1,0,0,01101111110
60ce,484,0,0,0,0,1,01011111100
60ce,485,1,1,0,1,0,00111111000
60ce,486,1,1,0,0,0,01111110001
60ce,487,1,1,1,0,1,01111100011
60ce,488,1,1,1,0,1,01111000111
60ce,489,0,0,1,1,0,01110001111
60ce,490,0,0,1,0,0,01100011110
60ce,491,0,0,0,0,1,01000111100
60ce,492,0,0,0,1,1,00001111000
60ce,493,0,0,0,1,1,00011110000
60ce,494,0,0,0,1,1,00111100000
60ce,495,0,0,0,1,1,01111000000
60ce,496,0,0,0,1,1,01110000000
60ce,497,0,0,0,1,1,01100000000
60ce,498,0,0,0,1,1,01000000000
60ce,499,0,0,0,1,1,00000000000
60ce,500,0,0,0,1,1,00000000000
60ce,501,0,0,0,1,1,00000000000
60ce,502,0,1,0,1,0,00000000000
60ce,503,1,1,0,0,0,00000000001
60ce,504,1,1,1,0,1,00000000011
60ce,505,1,1,1,1,1,00000000111
60ce,506,1,1,1,1,1,00000001111
60ce,507,1,1,1,1,1,00000011111
60ce,508,1,1,1,0,1,00000111111
60ce,509,1,1,1,0,1,00001111111
60ce,510,1,1,1,0,1,00011111111
60ce,511,1,1,1,1,1,00111111111
60ce,512,1,1,1,1,1,01111111111
60ce,513,1,1,1,1,1,01111111111
60ce,514,1,1,1,1,1,01111111111
60ce,515,1,1,1,0,1,01111111111
60ce,516,1,1,1,0,1,01111111111
60ce,517,1,0,1,0,0,01111111111
60ce,518,1,1,1,0,1,01111111110
60ce,519,1,1,1,1,1,01111111101
60ce,520,1,1,1,0,1,01111111011
60ce,521,1,1,1,1,1,01111110111
60ce,522,1,1,1,0,1,01111101111
60ce,523,1,1,1,1,1,01111011111
60ce,524,0,1,1,0,1,01110111111
60ce,525,0,1,1,1,1,01101111111
60ce,526,0,0,1,0,0,01011111111
60ce,527,0,0,1,1,0,00111111110
60ce,528,0,0,0,0,1,01111111100
60ce,529,0,1,0,1,0,01111111000
60ce,530,0,0,0,0,1,01111110001
60ce,531,1,1,0,1,0,01111100010
60ce,532,1,1,0,0,0,01111000101
60ce,533,1,1,1,0,1,01110001011
60ce,534,1,1,1,1,1,01100010111
60ce,535,1,0,1,0,0,01000101111
60ce,536,1,0,1,1,0,00001011110
60ce,537,0,0,0,0,1,00010111100
60ce,538,0,0,0,1,1,00101111000
60ce,539,0,0,0,0,1,01011110000
60ce,540,0,0,0,1,1,00111100000
60ce,541,0,0,0,0,1,01111000000
60ce,542,0,0,0,1,1,01110000000
60ce,543,0,0,0,0,1,01100000000
60ce,544,0,0,0,1,1,01000000000
60ce,545,0,0,0,0,1,00000000000
60ce,546,1,1,0,1,0,00000000000
60ce,547,1,1,0,0,0,00000000001
60ce,548,1,1,1,0,1,00000000011
60ce,549,1,1,1,1,1,00000000111
60ce,550,1,0,1,0,0,00000001111
60ce,551,1,1,1,0,1,00000011110
60ce,552,1,1,1,1,1,00000111101
60ce,553,1,0,1,0,0,00001111011
60ce,554,1,1,1,1,1,00011110110
60ce,555,1,0,1,0,0,00111101101
60ce,556,1,1,1,1,1,01111011010
60ce,557,1,1,1,0,1,01110110101
60ce,558,1,1,1,1,1,01101101011
60ce,559,1,1,1,0,1,01011010111
60ce,560,1,0,1,1,0,00110101111
60ce,561,1,0,1,0,0,01101011110
60ce,562,1,1,0,0,0,01010111100
60ce,563,1,1,0,0,0,00101111001
60ce,564,1,1,1,0,1,01011110011
60ce,565,1,1,1,1,1,00111100111
60ce,566,1,0,1,0,0,01111001111
60ce,567,1,1,1,0,1,01110011110
60ce,568,1,0,1,1,0,01100111101
60ce,569,1,1,1,0,1,01001111010
60ce,570,0,0,1,1,0,00011110101
60ce,571,0,0,1,0,0,00111101010
60ce,572,0,0,0,0,1,01111010100
60ce,573,0,0,0,1,1,01110101000
60ce,574,0,0,0,0,1,01101010000
60ce,575,0,0,0,1,1,01010100000
60ce,576,0,1,0,0,0,00101000000
60ce,577,0,0,0,0,1,01010000001
60ce,578,0,1,0,1,0,00100000010
60ce,579,0,0,0,0,1,01000000101
60ce,580,0,0,0,1,1,00000001010
60ce,581,0,0,0,0,1,00000010100
60ce,582,0,1,0,1,0,00000101000
60ce,583,0,0,0,0,1,00001010001
60ce,584,0,0,0,1,1,00010100010
60ce,585,1,1,0,0,0,00101000100
60ce,586,1,1,0,1,0,01010001001
60ce,587,1,1,1,0,1,00100010011
60ce,588,1,1,1,1,1,01000100111
60ce,589,1,1,1,0,1,00001001111
60ce,590,1,1,1,1,1,00010011111
60ce,591,1,1,1,0,1,00100111111
60ce,592,1,1,1,1,1,01001111111
60ce,593,1,1,1,0,1,00011111111
60ce,594,1,1,1,1,1,00111111111
60ce,595,1,1,1,0,1,01111111111
60ce,596,1,1,1,0,1,01111111111
60ce,597,1,0,1,0,0,01111111111
60ce,598,1,1,1,0,1,01111111110
60ce,599,1,1,1,1,1,01111111101
60ce,600,0,0,1,1,0,01111111011
60ce,601,0,0,1,0,0,01111110110
60ce,602,0,1,0,0,0,01111101100
60ce,603,0,1,0,0,0,01111011001
60ce,604,0,0,1,0,0,01110110011
60ce,605,0,1,1,0,1,01101100110
60ce,606,0,0,1,1,0,01011001101
60ce,607,0,0,1,0,0,00110011010
60ce,608,0,0,0,0,1,01100110100
60ce,609,1,1,0,0,0,01001101000
60ce,610,1,1,0,0,0,00011010001
60ce,611,1,1,1,0,1,00110100011
60ce,612,1,1,1,0,1,01101000111
60ce,613,1,1,1,1,1,01010001111
60ce,614,1,0,1,1,0,00100011111
60ce,615,1,1,1,0,1,01000111110
60ce,616,1,1,1,1,1,00001111101
60ce,617,1,1,1,1,1,00011111011
60ce,618,1,1,1,1,1,00111110111
60ce,619,1,1,1,1,1,01111101111
60ce,620,1,1,1,0,1,01111011111
60ce,621,1,1,1,0,1,01110111111
60ce,622,1,1,1,0,1,01101111111
60ce,623,1,0,1,0,0,01011111111
60ce,624,1,1,1,0,1,00111111110
60ce,625,1,1,1,1,1,01111111101
60ce,626,1,0,1,1,0,01111111011
60ce,627,1,1,1,0,1,01111110110
60ce,628,1,1,1,1,1,01111101101
60ce,629,1,1,1,1,1,01111011011
60ce,630,1,1,1,1,1,01110110111
60ce,631,1,1,1,1,1,01101101111
60ce,632,1,1,1,1,1,01011011111
60ce,633,1,1,1,1,1,00110111111
60ce,634,1,1,1,1,1,01101111111
60ce,635,1,1,1,1,1,01011111111
60ce,636,0,1,1,1,1,00111111111
60ce,637,0,0,1,1,0,01111111111
60ce,638,0,0,1,0,0,01111111110
60ce,639,1,1,0,0,0,01111111100
60ce,640,1,1,0,1,0,01111111001
60ce,641,1,0,0,0,1,01111110011
60ce,642,0,0,0,0,1,01111100110
60ce,643,0,0,0,0,1,01111001100
60ce,644,0,0,0,1,1,01110011000
60ce,645,0,0,0,1,1,01100110000
60ce,646,0,0,0,1,1,01001100000
60ce,647,1,0,0,1,1,00011000000
60ce,648,1,1,0,0,0,00110000000
60ce,649,1,1,0,0,0,01100000001
60ce,650,0,0,1,0,0,01000000011
60ce,651,0,0,1,0,0,00000000110
60ce,652,0,0,0,0,1,00000001100
60ce,653,0,0,0,0,1,00000011000
60ce,654,0,0,0,0,1,00000110000
60ce,655,0,0,0,0,1,00001100000
60ce,656,0,0,0,0,1,00011000000
60ce,657,0,0,0,1,1,00110000000
60ce,658,0,0,0,1,1,01100000000
60ce,659,0,0,0,1,1,01000000000
60ce,660,0,0,0,1,1,00000000000
60ce,661,0,0,0,1,1,00000000000
60ce,662,0,0,0,1,1,00000000000
60ce,663,0,1,0,1,0,00000000000
60ce,664,0,1,0,0,0,00000000001
60ce,665,0,0,1,0,0,00000000011
60ce,666,1,1,1,0,1,00000000110
60ce,667,1,1,1,1,1,00000001101
60ce,668,1,1,1,1,1,00000011011
60ce,669,1,1,1,0,1,00000110111
60ce,670,1,1,1,0,1,00001101111
60ce,671,1,1,1,0,1,00011011111
60ce,672,0,0,1,0,0,00110111111
60ce,673,0,1,1,1,1,01101111110
60ce,674,0,0,1,1,0,01011111101
60ce,675,0,1,1,0,1,00111111010
60ce,676,0,0,1,1,0,01111110101
60ce,677,0,0,1,0,0,01111101010
60ce,678,0,0,0,0,1,01111010100
60ce,679,0,0,0,1,1,01110101000
60ce,680,0,0,0,1,1,01101010000
